original_row_index,target_date,latitude,longitude,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR
7758,2021-05-24,55.837,22.531,11.71,16.1,5.43,74.26,0.05
7758,2021-05-13,55.885,21.682,13.1,18.78,7.84,78.61,0.17
7759,2021-04-02,55.42,22.352,2.03,6.64,-2.47,87.04,0.38
7759,2021-04-16,56.207,21.561,7.14,12.21,2.49,84.06,0.31
7759,2021-04-12,54.578,22.92,10.26,14.12,4.93,81.57,0.66
7759,2021-04-17,56.248,22.263,8.97,15.39,5.05,89.0,1.09
7759,2021-05-04,54.838,22.837,5.49,10.12,1.18,88.53,2.94
7760,2021-04-10,54.931,23.77,5.69,10.84,2.03,82.21,0.48
7760,2021-04-25,55.402,22.587,1.76,4.51,-0.71,82.64,1.14
7760,2021-04-23,55.99,22.663,2.2,4.74,-0.33,86.2,3.04
7760,2021-05-07,54.992,23.156,5.98,9.9,1.48,79.91,0.47
7760,2021-04-17,56.202,22.963,8.94,15.71,4.98,88.55,1.4
7761,2021-05-07,55.823,23.892,5.79,10.27,1.49,78.85,0.17
7761,2021-04-12,56.259,21.93,8.37,13.26,2.94,89.78,2.6
7761,2021-05-05,54.418,24.05,9.87,15.17,6.58,82.0,3.17
7761,2021-05-13,55.774,21.359,13.25,18.41,8.5,77.98,0.07
7761,2021-04-26,55.901,21.621,1.49,3.41,-0.52,87.56,2.52
7762,2021-04-27,54.797,23.525,3.19,7.73,-0.95,86.91,1.25
7762,2021-05-05,55.273,23.628,9.3,13.05,5.77,83.53,2.02
7762,2021-04-16,54.863,23.544,7.22,11.23,4.32,91.11,2.98
7762,2021-05-09,55.32,21.653,8.22,12.54,2.19,80.56,0.31
7762,2021-04-22,56.134,21.787,3.69,6.42,1.63,87.28,3.95
7763,2021-04-19,55.708,23.329,9.4,15.9,3.89,79.97,0.01
7763,2021-05-07,54.878,25.506,5.65,9.63,1.15,85.4,6.24
7763,2021-04-15,54.269,23.87,5.53,9.19,3.07,89.11,3.07
7763,2021-05-02,55.707,21.301,5.48,8.56,2.61,76.7,14.23
7763,2021-05-21,56.165,23.311,10.28,14.88,5.36,77.69,1.01
7764,2021-05-15,55.384,25.731,14.55,19.67,9.74,82.85,1.23
7764,2021-04-19,55.262,23.607,9.49,16.22,3.95,79.69,0.02
7764,2021-04-06,55.32,21.653,1.43,5.46,-1.74,82.47,0.58
7764,2021-04-28,54.194,23.821,5.23,11.23,-0.8,77.15,0.22
7764,2021-04-11,55.432,25.678,6.92,12.8,0.84,93.76,1.28
7765,2021-04-23,55.757,24.929,2.56,4.75,0.59,87.05,3.46
7765,2021-04-13,56.098,24.839,4.59,7.03,1.93,92.49,5.55
7765,2021-04-15,54.758,24.984,4.99,7.0,2.94,90.3,2.25
7765,2021-04-02,55.668,21.625,2.59,6.73,-1.85,87.2,0.2
7765,2021-04-17,55.808,22.383,8.97,15.39,5.05,89.0,1.09
7766,2021-04-04,54.773,22.951,1.81,7.66,-3.83,79.2,0.05
7766,2021-05-11,55.486,25.973,13.72,20.31,7.24,74.07,0.0
7766,2021-04-15,55.34,21.48,5.79,10.0,2.55,78.65,0.85
7766,2021-05-08,55.807,23.235,3.99,8.29,-0.46,77.22,0.56
7766,2021-04-15,55.972,22.118,5.23,9.91,1.24,76.15,0.18
7767,2021-05-13,54.284,24.612,11.41,14.35,8.57,86.46,5.34
7767,2021-04-26,55.094,22.45,2.08,5.31,-0.57,84.37,2.2
7767,2021-05-31,55.251,21.385,11.69,15.59,7.11,70.22,0.12
7767,2021-05-11,55.317,22.294,15.92,22.57,9.9,73.79,0.0
7767,2021-04-29,55.667,21.225,7.6,11.53,2.6,82.6,7.6
7768,2021-05-12,55.919,23.373,15.84,23.77,8.2,75.55,0.0
7768,2021-04-29,55.812,24.696,6.72,12.59,-0.44,80.6,0.34
7768,2021-05-10,56.259,21.93,14.83,21.43,7.34,73.41,0.0
7768,2021-04-28,55.751,24.673,3.55,9.27,-3.39,75.62,0.04
7768,2021-04-05,55.338,22.093,1.93,4.29,-1.51,91.32,5.72
7769,2021-04-26,55.329,24.057,2.3,6.05,-0.51,82.41,1.68
7769,2021-05-21,54.797,23.525,10.25,14.58,5.27,81.09,5.14
7769,2021-04-30,54.996,25.347,9.31,14.17,1.85,85.26,2.37
7769,2021-05-02,54.577,23.433,5.37,10.29,1.7,84.17,26.76
7769,2021-05-15,56.32,23.547,13.32,18.75,7.26,78.15,0.14
7770,2021-05-11,54.961,24.772,14.56,21.35,8.16,72.68,0.0
7770,2021-05-06,54.544,25.503,6.67,9.38,3.54,81.59,4.68
7770,2021-04-18,55.119,22.444,11.6,18.73,5.53,82.8,0.65
7770,2021-04-30,56.178,24.294,5.79,8.07,0.96,90.91,8.74
7770,2021-05-05,55.851,23.69,8.92,12.83,5.26,83.48,2.88
7771,2021-04-16,55.005,24.829,7.28,11.09,3.95,91.99,3.6
7771,2021-06-02,55.402,22.587,14.27,19.59,7.61,74.27,0.0
7771,2021-04-28,55.544,25.011,5.17,10.8,0.48,72.56,0.14
7771,2021-04-19,54.194,23.821,9.55,15.49,4.43,80.54,0.16
7771,2021-04-17,54.473,25.23,8.88,13.29,5.65,90.67,2.11
7772,2021-04-13,55.106,22.308,3.48,6.36,-1.03,87.8,4.75
7772,2021-04-22,55.081,23.792,5.35,9.4,1.97,80.41,3.54
7772,2021-05-02,55.03,23.922,5.26,9.99,1.06,81.17,28.57
7772,2021-04-21,55.483,22.423,8.96,14.18,3.85,73.91,0.0
7772,2021-04-22,55.032,25.545,5.25,9.09,1.88,81.66,1.51
7773,2021-05-03,56.217,23.3,2.62,5.71,-0.22,86.26,21.79
7773,2021-04-27,55.1,24.304,3.25,7.93,-0.83,86.05,1.2
7773,2021-05-11,54.06,23.782,15.24,22.43,8.14,71.16,0.0
7773,2021-04-25,54.717,25.681,1.57,5.59,-2.17,79.48,0.96
7773,2021-04-24,54.643,25.08,2.54,6.57,-1.02,76.93,1.06
7774,2021-05-23,54.172,24.108,11.59,14.35,8.82,86.45,4.88
7774,2021-05-01,55.462,25.79,5.24,11.55,-1.17,70.54,0.0
7774,2021-04-30,55.393,22.32,6.43,9.1,-0.15,86.54,2.71
7774,2021-05-01,54.828,23.242,5.81,12.08,-1.26,66.5,0.0
7774,2021-05-04,54.441,24.125,5.3,11.14,0.2,85.36,2.08
7775,2021-05-04,54.838,22.837,5.49,10.12,1.18,88.53,2.94
7775,2021-05-27,54.773,22.951,11.62,14.9,8.39,88.19,10.15
7775,2021-05-19,54.941,23.101,12.42,17.19,8.08,80.18,0.99
7775,2021-04-22,55.225,24.455,5.24,9.56,1.89,81.29,3.45
7775,2021-05-11,56.25,21.991,16.17,22.23,10.37,73.58,0.0
7776,2021-04-05,54.108,24.314,3.84,9.53,-1.99,79.12,1.91
7776,2021-05-16,55.91,22.557,13.53,18.72,6.63,80.12,6.8
7776,2021-05-18,55.483,22.423,12.38,16.75,9.05,82.85,0.73
7776,2021-04-24,56.298,22.949,2.67,5.9,-0.18,75.29,0.39
7776,2021-06-01,55.834,24.953,12.97,17.91,8.21,79.83,0.41
7777,2021-05-31,55.401,25.712,11.81,17.21,4.43,68.53,0.21
7777,2021-05-07,55.486,25.973,6.05,10.79,1.72,82.87,5.94
7777,2021-06-04,54.606,23.544,17.19,22.34,11.31,74.92,0.07
7777,2021-04-30,54.962,23.407,8.85,12.88,1.99,83.56,2.07
7777,2021-05-08,54.329,23.648,4.59,8.26,0.92,82.02,0.77
7778,2021-05-15,55.262,23.607,13.49,18.96,7.66,80.46,0.27
7778,2021-05-11,55.338,22.093,16.37,22.63,10.48,74.06,0.0
7778,2021-05-10,55.511,22.439,14.16,21.31,5.84,75.87,0.0
7778,2021-04-21,55.694,22.113,8.27,13.37,4.11,77.3,0.0
7778,2021-04-28,54.588,23.439,4.77,10.88,-1.08,77.72,0.13
7779,2021-05-09,54.89,23.191,7.75,13.48,0.06,75.51,0.16
7779,2021-05-02,56.32,23.547,5.9,10.64,-0.12,67.24,5.97
7779,2021-05-28,54.962,23.407,11.98,15.98,7.02,84.76,2.63
7779,2021-05-07,54.929,23.996,5.88,10.0,1.59,82.53,1.15
7779,2021-04-22,55.781,24.77,5.24,9.41,1.95,80.4,2.3
7780,2021-05-01,56.173,23.032,4.9,11.6,-3.06,69.31,0.0
7780,2021-05-22,55.224,21.52,12.87,15.99,10.21,84.41,5.96
7780,2021-05-10,55.781,24.77,13.1,20.2,5.15,72.57,0.0
7780,2021-04-29,55.412,22.591,7.4,12.82,0.55,81.21,7.18
7780,2021-05-15,54.094,24.145,14.47,18.69,9.69,82.51,1.28
7781,2021-05-09,54.863,23.544,7.38,13.1,-0.15,74.43,0.1
7781,2021-05-19,56.298,22.949,11.66,16.78,7.47,78.6,2.7
7781,2021-05-06,54.863,23.544,6.63,9.34,3.72,83.34,3.6
7781,2021-05-22,55.384,25.731,12.42,15.89,8.16,87.44,20.72
7781,2021-05-02,55.401,25.712,5.79,10.32,-0.19,77.87,18.69
7782,2021-04-19,55.271,21.409,9.93,14.67,5.29,76.84,0.0
7782,2021-05-04,55.886,22.144,5.44,8.64,1.6,89.89,4.45
7782,2021-04-15,54.023,24.195,5.94,8.94,3.08,89.68,3.06
7782,2021-05-06,55.329,24.057,5.89,8.19,2.71,87.88,4.12
7782,2021-05-15,56.003,23.648,13.38,19.21,6.99,78.51,0.2
7783,2021-05-02,54.649,25.718,7.6,11.08,1.98,84.3,18.81
7783,2021-04-28,55.962,21.914,4.47,9.63,-1.88,70.76,0.03
7783,2021-05-17,54.643,25.08,14.62,17.88,12.13,88.76,6.17
7783,2021-04-22,56.202,22.963,4.49,8.38,1.33,80.87,1.12
7783,2021-05-15,55.07,24.041,13.59,19.05,7.86,81.38,0.33
7784,2021-04-25,55.123,24.029,2.09,5.28,-0.83,79.77,0.91
7784,2021-06-06,54.717,25.681,17.55,22.63,11.67,81.04,0.79
7784,2021-05-07,55.005,24.829,5.63,9.94,0.62,85.47,4.08
7784,2021-05-18,54.717,25.681,12.24,14.88,8.97,91.32,13.52
7784,2021-05-07,55.744,21.59,5.39,8.75,2.3,83.81,0.3
7785,2021-05-15,56.32,23.547,13.32,18.75,7.26,78.15,0.14
7785,2021-05-18,55.119,22.444,13.31,17.44,9.5,80.59,0.06
7785,2021-05-06,55.901,21.621,4.97,5.86,3.62,90.92,7.07
7785,2021-05-23,55.972,25.213,11.17,14.17,7.52,89.82,19.23
7785,2021-05-03,55.477,25.12,2.75,3.65,1.84,92.83,18.92
7786,2021-05-27,54.941,23.101,11.62,14.9,8.39,88.19,10.15
7786,2021-05-20,54.082,24.443,11.69,16.71,6.55,77.59,0.49
7786,2021-05-15,54.961,24.956,15.08,20.45,10.28,79.17,0.49
7786,2021-04-14,54.717,25.681,3.21,4.8,1.66,91.84,5.48
7786,2021-05-10,55.001,25.469,12.49,19.67,4.26,72.71,0.0
7787,2021-04-26,56.198,22.356,1.53,4.11,-0.99,85.81,1.93
7787,2021-04-22,56.248,22.263,3.9,7.24,1.09,84.4,2.69
7787,2021-03-31,56.217,23.3,5.27,8.14,2.98,94.33,0.41
7787,2021-04-11,56.047,23.315,5.49,12.44,-2.24,83.0,0.31
7787,2021-05-02,56.248,22.263,4.89,9.21,0.63,72.43,13.32
7788,2021-04-09,54.194,23.821,4.08,9.51,-1.79,73.29,0.01
7788,2021-04-11,55.276,23.586,6.95,15.37,-0.82,85.2,0.31
7788,2021-05-13,56.245,24.571,12.67,17.14,8.04,78.77,0.36
7788,2021-04-21,55.972,25.213,8.73,14.65,5.0,78.79,0.37
7788,2021-04-04,55.423,25.791,1.29,6.16,-2.58,81.68,0.14
7789,2021-04-15,56.173,23.032,5.37,9.26,1.54,77.25,0.68
7789,2021-04-14,55.909,25.292,3.94,8.32,-0.84,83.08,1.33
7789,2021-04-27,55.384,25.731,2.95,7.86,-0.62,87.88,2.21
7789,2021-05-06,55.34,21.48,6.06,7.51,4.28,87.25,5.56
7789,2021-05-02,55.783,24.624,5.8,10.16,0.76,71.32,19.37
7790,2021-04-12,55.821,24.51,9.95,14.9,6.12,78.47,0.12
7790,2021-04-20,56.089,22.489,10.05,14.94,4.62,77.18,0.14
7790,2021-04-19,54.758,24.984,8.85,15.31,3.77,82.06,0.04
7790,2021-04-26,56.098,24.839,2.32,6.19,-0.8,82.96,0.84
7790,2021-04-25,56.207,21.561,2.55,4.51,0.73,81.06,1.32
7791,2021-04-30,54.797,23.525,8.76,13.25,1.59,85.17,2.62
7791,2021-05-08,54.194,23.821,4.92,8.95,1.49,79.65,0.53
7791,2021-04-24,54.35,24.421,2.69,6.58,-1.17,74.97,0.71
7791,2021-05-10,55.91,22.557,14.22,21.31,6.14,74.66,0.0
7791,2021-04-17,54.961,24.772,9.09,13.75,6.26,93.01,2.03
7792,2021-05-07,54.083,23.786,5.22,7.74,1.72,89.6,7.29
7792,2021-05-06,54.269,23.87,6.92,10.06,3.75,79.59,2.54
7792,2021-04-21,55.937,22.677,8.59,13.85,3.5,74.69,0.01
7792,2021-04-21,56.259,21.93,7.41,13.58,3.54,78.01,0.03
7792,2021-05-08,54.082,24.443,4.83,8.74,1.27,80.32,0.5
7793,2021-04-30,55.751,24.673,5.79,8.07,0.96,90.91,8.74
7793,2021-04-27,55.42,22.352,3.11,7.43,-0.37,88.34,1.55
7793,2021-04-23,54.931,23.77,2.77,5.32,0.14,85.26,2.29
7793,2021-04-06,54.878,25.506,1.09,5.55,-2.32,83.03,0.6
7793,2021-04-24,55.707,21.301,3.83,6.56,1.8,76.46,0.33
7794,2021-04-24,56.207,21.561,3.73,6.19,1.17,76.32,0.39
7794,2021-04-22,54.06,23.782,5.41,9.87,2.27,79.51,2.17
7794,2021-04-29,54.987,23.56,7.32,13.4,0.25,81.1,2.69
7794,2021-04-18,54.643,25.08,11.01,17.32,6.0,80.3,0.24
7794,2021-04-10,56.178,24.294,3.82,8.86,-1.47,83.51,3.09
7795,2021-05-02,56.207,22.945,5.18,9.59,0.79,71.06,15.81
7795,2021-04-13,55.42,22.352,3.15,6.21,-0.99,87.43,2.95
7795,2021-05-08,54.578,22.92,4.47,7.79,0.57,82.72,0.83
7795,2021-05-04,55.99,22.663,4.6,8.38,0.13,91.43,4.28
7795,2021-04-10,55.901,21.621,3.2,7.32,-1.72,81.24,1.33
7796,2021-04-02,56.003,23.648,1.44,6.34,-3.19,86.73,0.88
7796,2021-04-23,54.083,23.786,2.74,5.53,-0.6,81.65,1.87
7796,2021-04-02,55.837,22.531,1.74,6.39,-2.84,86.67,0.39
7796,2021-04-27,55.401,25.712,2.95,7.86,-0.62,87.88,2.21
7796,2021-04-01,56.178,24.294,2.32,6.28,-1.68,90.91,6.39
7797,2021-04-23,55.83,22.899,2.3,4.99,-0.16,85.62,3.31
7797,2021-04-18,55.511,22.439,11.48,18.35,6.17,81.3,0.2
7797,2021-04-09,54.996,25.347,2.93,7.28,-2.82,77.77,0.06
7797,2021-04-27,54.987,24.263,3.25,7.93,-0.83,86.05,1.2
7797,2021-04-21,54.578,22.92,9.24,15.4,4.29,74.5,0.05
7798,2021-04-03,55.423,25.791,1.65,5.93,-1.71,85.71,0.57
7798,2021-04-24,56.217,23.3,2.73,6.55,-0.32,73.24,0.35
7798,2021-04-07,54.557,25.157,0.64,4.68,-2.5,82.44,0.67
7798,2021-04-22,55.23,24.473,5.24,9.56,1.89,81.29,3.45
7798,2021-04-07,55.219,21.272,2.6,5.36,0.03,83.01,0.59
7799,2021-04-17,55.931,24.995,9.14,15.51,5.85,89.99,1.97
7799,2021-05-12,54.941,23.101,15.99,23.38,9.56,74.5,0.0
7799,2021-05-10,56.101,24.297,13.54,20.84,5.54,72.18,0.0
7799,2021-05-02,55.424,22.147,4.94,8.82,1.34,77.53,19.23
7799,2021-04-25,54.961,24.772,1.93,5.73,-0.99,78.64,1.05
7800,2021-05-01,54.557,25.157,6.36,11.58,0.61,71.88,0.02
7800,2021-04-17,55.432,25.678,9.17,14.13,6.88,92.82,3.06
7800,2021-04-30,54.649,25.718,10.07,14.49,2.87,84.33,1.7
7800,2021-05-10,56.298,22.949,14.51,21.78,6.81,70.77,0.0
7800,2021-04-20,55.783,24.624,9.3,14.79,4.27,83.0,0.61
7801,2021-05-21,54.083,23.786,10.54,14.96,3.94,78.09,1.2
7801,2021-04-21,54.773,22.951,9.88,15.39,4.62,72.11,0.04
7801,2021-05-01,55.145,23.856,5.69,12.14,-1.43,68.08,0.0
7801,2021-04-16,54.108,24.314,7.53,10.17,4.24,92.26,6.52
7801,2021-05-12,55.094,22.45,16.16,23.64,9.74,74.5,0.0
7802,2021-04-27,55.956,24.745,2.89,7.35,-0.51,91.03,1.77
7802,2021-05-10,55.225,24.455,13.75,20.95,5.36,69.56,0.0
7802,2021-04-21,56.005,22.573,8.59,13.85,3.5,74.69,0.01
7802,2021-04-29,55.477,25.12,6.88,13.03,0.04,79.67,1.08
7802,2021-05-10,55.708,23.329,13.54,20.95,5.16,76.01,0.0
7803,2021-05-09,56.098,24.839,6.28,12.29,-2.77,73.47,0.02
7803,2021-05-07,55.119,22.444,5.76,9.56,1.99,80.61,0.34
7803,2021-05-18,55.897,24.907,11.77,13.68,9.39,95.97,19.73
7803,2021-05-10,55.972,25.213,13.1,20.2,5.15,72.57,0.0
7803,2021-05-25,54.931,23.77,13.21,17.06,9.86,87.29,10.17
7804,2021-05-03,55.1,24.304,3.16,5.19,0.99,90.64,15.38
7804,2021-04-26,54.325,24.255,1.55,5.49,-1.64,84.96,2.03
7804,2021-05-30,54.931,23.77,11.84,16.43,7.07,73.85,0.06
7804,2021-04-20,54.083,23.786,9.06,13.03,4.75,81.47,1.65
7804,2021-04-11,55.0,24.876,8.23,15.05,1.5,87.76,0.89
7805,2021-04-27,55.193,22.484,3.13,7.64,-0.5,87.54,1.44
7805,2021-04-24,55.84,24.51,2.9,6.48,-0.34,73.29,0.48
7805,2021-05-14,55.424,22.147,11.6,15.14,6.87,87.0,3.05
7805,2021-04-30,54.492,24.957,9.87,14.5,2.67,84.43,1.24
7805,2021-05-02,55.276,23.586,5.12,9.53,0.82,77.36,28.88
7806,2021-05-14,55.296,22.31,11.74,15.23,7.34,88.08,3.28
7806,2021-04-16,55.317,22.294,7.32,11.77,3.64,88.51,1.36
7806,2021-05-11,54.06,23.782,15.24,22.43,8.14,71.16,0.0
7806,2021-05-07,55.667,21.225,5.47,7.45,3.06,86.35,0.32
7806,2021-05-05,55.918,25.334,8.99,13.61,4.74,85.45,5.05
7807,2021-05-29,56.32,23.547,10.95,14.58,7.49,78.09,0.2
7807,2021-04-27,55.707,21.301,3.55,5.91,1.33,86.52,1.21
7807,2021-05-13,55.0,24.876,11.03,13.98,8.63,86.52,8.24
7807,2021-05-02,56.14,21.421,5.48,9.18,1.6,69.99,3.41
7807,2021-06-12,55.931,24.995,17.1,22.65,12.28,81.03,7.52
7808,2021-05-11,54.863,23.544,15.62,22.7,9.12,71.94,0.0
7808,2021-05-19,56.098,21.907,11.37,16.02,7.19,80.0,0.2
7808,2021-05-07,56.173,23.032,5.37,9.5,1.4,80.31,0.39
7808,2021-04-22,54.094,24.145,5.68,9.93,2.3,78.27,1.21
7808,2021-05-17,55.757,24.929,14.28,16.95,11.46,93.54,5.58
7809,2021-05-07,55.384,25.731,6.04,10.87,1.91,82.72,3.69
7809,2021-05-27,55.731,23.872,10.77,14.15,7.1,91.8,10.34
7809,2021-04-30,55.271,21.409,6.78,9.71,2.52,83.94,1.24
7809,2021-05-30,54.492,24.957,11.59,16.18,7.35,73.3,0.17
7809,2021-05-17,55.834,24.953,14.28,16.95,11.46,93.54,5.58
7810,2021-05-29,54.931,23.77,11.01,14.5,7.11,84.69,0.75
7810,2021-04-21,55.823,23.892,9.29,15.63,4.78,74.93,0.2
7810,2021-06-08,55.765,22.835,16.67,22.51,10.02,75.75,1.18
7810,2021-05-10,56.248,22.263,14.22,21.31,6.14,74.66,0.0
7810,2021-05-21,55.432,21.37,11.07,13.82,7.88,82.11,3.08
7811,2021-05-05,55.812,24.696,9.08,13.31,5.13,85.2,4.04
7811,2021-05-11,55.929,22.441,16.09,22.7,9.72,72.72,0.0
7811,2021-05-03,55.731,23.872,2.42,5.24,0.66,89.58,18.91
7811,2021-05-10,56.207,22.945,13.82,21.37,5.52,73.96,0.0
7811,2021-04-24,56.089,22.489,2.62,6.24,-0.28,75.77,0.43
7812,2021-05-10,55.83,22.899,13.82,21.37,5.52,73.96,0.0
7812,2021-05-07,55.792,22.462,5.11,8.75,1.49,84.32,0.92
7812,2021-05-28,56.245,22.078,10.44,14.38,5.62,85.21,1.76
7812,2021-05-22,54.811,23.629,12.68,16.16,8.96,87.88,15.07
7812,2021-04-24,54.35,24.421,2.69,6.58,-1.17,74.97,0.71
7813,2021-05-12,56.25,21.991,16.11,22.92,9.73,75.22,0.0
7813,2021-05-01,54.606,23.544,5.9,11.16,-0.46,70.91,0.01
7813,2021-05-02,55.14,23.578,5.26,9.99,1.06,81.17,28.57
7813,2021-04-16,55.432,25.678,7.62,12.11,4.17,91.16,5.15
7813,2021-05-11,54.851,23.156,16.1,22.93,10.25,71.72,0.0
7814,2021-05-05,55.1,24.304,9.78,14.8,6.16,82.5,2.65
7814,2021-05-03,55.42,22.352,2.8,6.3,-0.07,87.08,11.82
7814,2021-05-07,55.319,22.536,5.14,9.13,2.08,82.15,0.24
7814,2021-05-13,55.808,22.383,12.85,18.47,7.42,78.47,0.26
7814,2021-05-08,55.707,21.301,4.79,7.07,2.81,87.43,1.38
7815,2021-05-21,54.931,23.77,10.25,14.58,5.27,81.09,5.14
7815,2021-06-01,55.153,22.605,13.57,19.05,7.52,73.03,0.5
7815,2021-05-05,55.757,24.929,9.08,13.31,5.13,85.2,4.04
7815,2021-05-22,55.193,22.484,12.64,16.41,9.04,86.69,12.24
7815,2021-05-09,54.797,23.525,7.38,13.1,-0.15,74.43,0.1
7816,2021-04-10,55.744,21.59,3.72,7.91,-0.7,81.93,2.66
7816,2021-05-21,54.578,22.92,10.46,14.42,4.96,80.88,2.82
7816,2021-05-07,55.751,24.673,6.07,10.76,1.44,79.59,0.09
7816,2021-05-04,55.837,22.531,4.6,8.38,0.13,91.43,4.28
7816,2021-05-10,55.225,24.455,13.75,20.95,5.36,69.56,0.0
7817,2021-05-08,56.279,23.225,4.11,8.7,-0.26,73.76,0.39
7817,2021-05-05,55.668,21.625,9.29,12.62,5.96,80.39,1.41
7817,2021-05-01,55.897,24.907,4.76,11.32,-2.73,70.94,0.0
7817,2021-05-17,54.818,25.266,14.49,17.89,11.82,91.62,6.28
7817,2021-05-29,55.667,21.225,10.55,13.94,6.59,81.38,0.17
7818,2021-05-01,54.797,23.525,5.69,12.14,-1.43,68.08,0.0
7818,2021-05-19,54.557,25.157,11.16,14.45,8.42,85.65,2.82
7818,2021-04-19,54.269,23.87,9.47,15.59,3.93,81.07,0.1
7818,2021-04-26,55.909,25.292,2.32,6.19,-0.8,82.96,0.84
7818,2021-04-26,56.245,22.078,1.49,3.41,-0.52,87.56,2.52
7819,2021-04-13,54.962,23.407,3.92,6.59,0.32,88.22,6.86
7819,2021-05-01,56.089,22.489,4.9,11.45,-2.98,69.37,0.0
7819,2021-05-02,55.972,22.118,4.88,9.06,0.73,72.26,8.65
7819,2021-05-07,55.851,23.69,5.79,10.27,1.49,78.85,0.17
7819,2021-04-22,56.298,22.949,4.7,8.43,1.36,79.29,1.32
7820,2021-05-01,54.797,23.525,5.69,12.14,-1.43,68.08,0.0
7820,2021-04-30,56.14,21.421,5.9,10.24,0.83,80.82,7.66
7820,2021-05-09,55.918,25.334,6.39,12.55,-2.92,70.74,0.01
7820,2021-05-05,55.511,22.439,8.9,12.3,4.93,82.66,1.55
7820,2021-05-10,56.213,22.872,13.82,21.37,5.52,73.96,0.0
7821,2021-04-17,55.765,22.835,8.94,15.71,4.98,88.55,1.4
7821,2021-05-12,54.773,22.951,15.99,23.38,9.56,74.5,0.0
7821,2021-04-24,55.886,22.144,2.88,6.16,0.01,77.15,0.46
7821,2021-05-10,55.808,22.383,14.22,21.31,6.14,74.66,0.0
7821,2021-05-12,55.808,22.383,15.93,23.39,8.75,75.65,0.0
7822,2021-05-07,54.082,24.443,5.3,7.76,1.51,90.88,7.82
7822,2021-04-17,55.667,21.225,8.66,12.66,5.68,91.25,1.19
7822,2021-04-26,55.667,21.225,2.22,3.06,1.13,86.67,3.04
7822,2021-04-19,55.783,24.624,9.62,16.72,3.58,78.18,0.01
7822,2021-05-10,54.704,25.33,12.38,19.81,4.0,72.42,0.0
7823,2021-04-23,55.094,22.45,2.96,5.43,-0.25,83.86,2.14
7823,2021-05-12,56.109,22.025,16.11,22.92,9.73,75.22,0.0
7823,2021-04-18,55.393,22.32,11.48,18.35,6.17,81.3,0.2
7823,2021-05-09,54.931,23.77,7.38,13.1,-0.15,74.43,0.1
7823,2021-05-15,55.262,23.607,13.49,18.96,7.66,80.46,0.27
7824,2021-05-05,55.744,21.59,9.29,12.62,5.96,80.39,1.41
7824,2021-05-11,55.757,24.929,14.92,21.79,8.74,74.94,0.0
7824,2021-04-08,55.412,22.591,2.53,6.92,-0.57,81.27,0.44
7824,2021-04-21,56.134,21.787,7.7,12.87,3.86,78.08,0.01
7824,2021-04-29,55.792,22.462,7.5,13.19,0.35,76.97,4.14
7825,2021-04-11,56.098,21.907,5.23,11.62,-2.29,86.52,0.79
7825,2021-05-04,55.744,21.59,6.39,9.5,2.28,88.42,4.39
7825,2021-04-25,56.098,24.839,1.57,4.09,-0.92,86.07,2.26
7825,2021-04-26,56.245,24.571,2.39,6.06,-0.69,82.67,1.02
7825,2021-05-14,55.276,23.586,12.17,15.93,9.06,89.1,3.13
7826,2021-05-18,55.731,23.872,11.25,13.76,9.01,90.15,10.39
7826,2021-04-22,55.867,21.527,4.0,6.11,2.46,87.93,4.31
7826,2021-05-25,56.098,21.907,12.37,15.21,9.91,89.47,10.38
7826,2021-05-17,55.83,22.899,14.37,19.02,9.85,81.69,5.86
7826,2021-05-07,55.486,25.973,6.05,10.79,1.72,82.87,5.94
7827,2021-05-20,54.996,25.347,10.08,13.21,7.07,88.48,1.33
7827,2021-04-21,55.886,22.144,7.7,12.87,3.86,78.08,0.01
7827,2021-05-18,55.0,24.876,11.45,13.15,8.76,94.5,19.84
7827,2021-04-23,54.758,24.984,2.63,5.75,0.53,86.36,2.24
7827,2021-05-07,55.867,21.527,5.28,7.11,2.84,87.83,1.87
7828,2021-04-02,54.758,24.984,1.69,7.34,-3.68,85.02,0.66
7828,2021-05-04,55.765,22.835,3.54,7.68,-1.16,92.74,3.15
7828,2021-05-13,55.895,22.572,12.85,18.47,7.42,78.47,0.26
7828,2021-04-10,56.245,24.571,3.82,8.86,-1.47,83.51,3.09
7828,2021-04-29,55.812,24.696,6.72,12.59,-0.44,80.6,0.34
7829,2021-04-21,55.99,22.663,8.59,13.85,3.5,74.69,0.01
7829,2021-05-13,55.251,21.385,12.53,17.08,8.92,80.87,0.22
7829,2021-05-06,55.834,24.953,6.52,8.73,3.27,88.61,4.01
7829,2021-05-05,55.27,24.106,9.37,13.9,5.68,84.13,2.27
7829,2021-05-15,55.895,22.572,11.12,17.5,5.96,83.35,0.31
7830,2021-04-24,55.42,22.352,2.86,6.94,-0.53,74.55,0.45
7830,2021-05-02,54.818,25.266,5.98,10.47,-0.26,82.18,25.02
7830,2021-04-18,56.003,23.648,11.04,18.23,5.92,78.01,0.07
7830,2021-05-14,56.207,22.945,11.44,15.18,8.36,89.14,2.78
7830,2021-04-11,55.385,25.183,7.11,14.28,0.37,92.22,0.93
7831,2021-04-23,55.432,21.37,3.74,5.23,1.97,82.15,1.79
7831,2021-05-13,55.0,24.876,11.03,13.98,8.63,86.52,8.24
